ticker,price,mktcap_b,fwd_pe,trail_pe,psr,pbr,ev_ebitda,peg,rev_growth,eps_growth,gross_margin,op_margin,fcf_b,roe,debt_to_equity,beta,div_yield
IEX,233.69,17.22760192,24.389736,33.57615,4.8050656,4.3146486,19.161,1.91,0.064,0.109,0.4473,0.2217,0.55561248,0.12955,47.06,0.976,1.25
IFF,85.81,21.894418432,21.692362,,2.0320556,1.5675063,14.258,1.87,0.018,-0.916,0.36583,0.08495,-1.720999936,-0.05548,44.821,0.943,1.9
INCY,127.98,25.94125824,14.31547,16.303185,4.4576206,4.0541053,11.023,30.83,0.377,0.377,0.55659,0.41899,1.180664576,0.30667,0.603,0.769,
INVH,30.46,18.094518272,44.586918,27.944952,6.353403,1.986824,17.526,13.14,0.101,0.605,0.56262,0.25115,1.168785536,0.070539996,94.425,0.836,3.99
IP,41.04,21.733548032,13.726671,,0.8979692,1.5033518,7.918,1.58,-0.022,,0.29608,0.02298,1.646499968,-0.16479,68.509,0.894,4.46
IQV,260.24,42.835501056,17.996971,130.12,2.5222576,6.9413986,18.724,1.07,0.087,-0.006,0.32968,0.13027,2.149750016,0.22818,257.975,1.175,
IR,79.99,31.036073984,20.419832,33.05372,3.9077427,3.0494452,17.386,0.72,0.085,,0.42821,0.16882999,1.107425024,0.0947,47.903,1.161,0.1
IRM,121.19,36.078604288,44.367565,85.34508,4.770743,-28.164072,22.131,2.7,0.185,,0.5421,0.19059,-0.436093504,,,1.217,2.83
IT,202.78,12.805349376,12.327591,18.219227,1.9811401,-78.052345,10.269,0.87,-0.006,0.331,0.69629997,0.22623,1.052553024,1.13581,,0.913,
ITW,283.95,80.8689664,22.905678,25.72011,4.910375,28.099953,18.571,2.83,0.061,0.101,0.44162,0.26900998,2.432999936,1.04618,334.853,1.005,2.44
IVZ,32.45,14.326668288,9.949929,,2.0755768,1.4381953,12.704,0.9,0.205,,0.2952,0.19950001,1.140787456,-0.0057300003,12.056,1.596,2.69
J,151.61,17.744224256,18.357277,50.20199,1.2590175,5.4398994,19.335,0.46,0.345,-0.254,0.22067,0.07387,0.645677888,0.07998,124.734,0.667,0.96
JBHT,259.88,24.406614016,25.69147,37.019943,1.9212769,6.6736856,16.29,2.57,0.194,0.458,0.18505,0.07423,0.903028352,0.18448,38.373,1.297,0.65
JBL,304.89,31.948535808,18.109259,38.15895,0.95113236,24.157358,14.772,0.82,0.118,0.276,0.092259996,0.05211,1.21162496,0.65876,297.136,1.304,0.1
JCI,142.99,86.614974464,23.700642,40.278873,3.465292,6.4244957,22.085,1.64,0.093,0.153,0.36651,0.15875,2.984124928,0.14332,70.107,1.317,1.12
JKHY,170.51,12.114869248,21.751497,24.428366,4.7615,5.687648,13.95,2.02,0.047,-0.102,0.43897998,0.21663,0.0,0.23572999,6.398,0.553,1.43
KEY,21.87,23.338102784,10.235458,12.789474,3.166206,1.3553545,,1.63,0.101,0.253,0.0,0.3471,0.0,0.1033,,1.032,3.75
KEYS,310.66,52.905398272,22.759125,41.981083,8.03789,8.379005,30.189,0.63,0.365,1.091,0.64692,0.24972999,1.923374976,0.20897,41.79,1.21,
KHC,25.67,30.440095744,12.269499,,1.2224938,0.8455483,8.516,0.99,-0.014,,0.33498,0.1549,3.250500096,-0.0876,52.591,0.083,6.25
KIM,24.22,16.24651776,27.091722,28.16279,7.4282227,1.5813528,18.336,3.37,0.049,-0.058,0.68933,0.36565,0.871483392,0.05806,84.993,0.968,4.66
KKR,107.32,99.119734784,14.5271635,34.17834,3.836925,3.4147894,,0.56,0.078,0.4,0.54767,0.2065,0.0,0.0728,69.812,1.786,0.72
KMB,111.37,37.03932928,14.871601,22.009882,2.2294173,21.164957,12.083,2.29,0.006,-0.323,0.37612998,0.19002001,0.941124992,1.04913,348.933,0.276,4.68
KMI,31.0,69.03087104,20.15985,59.615387,3.840392,2.180488,13.434,3.37,0.108,0.212,0.49407002,0.30065,1.075000064,0.109910004,98.619,0.554,3.81
KR,59.08,36.19520512,10.662604,34.54971,0.243501,6.385647,8.353,0.56,0.022,0.132,0.23979001,0.03224,2.994500096,0.13779001,373.449,0.409,2.49
KVUE,19.43,37.320630272,15.67125,22.858824,2.4221592,3.5352986,12.672,1.56,0.03,0.085,0.58437,0.19418,1.907500032,0.15581,81.617,0.431,4.41
L,111.45,22.78346752,38.43103,13.674847,1.2187582,1.1917492,8.004,1.32,0.039,0.156,0.36290002,0.14533,1.262,0.09313,44.609,0.518,0.23
LDOS,138.43,17.371885568,10.8295145,12.937383,0.9874379,3.2876549,9.918,2.46,0.072,-0.067,0.17795,0.11715999,1.146625024,0.27781,123.276,0.546,1.22
LEN,88.16,21.237315584,13.6038885,13.818182,0.6487205,0.9822732,11.157,11.3,-0.052,-0.315,0.16363001,0.052750003,1.077926016,0.07368,28.692,1.398,2.3
LH,339.34,27.520473088,17.139925,28.114334,1.9180703,3.1896453,14.646,1.41,0.058,0.282,0.28882998,0.1224,0.892049984,0.11728,79.124,0.843,0.86
LHX,262.83,48.942788608,19.524597,26.548485,3.8069997,2.5571847,30.774,1.53,1.9,-0.061,0.30414,0.097270004,0.0,,34.574,0.746,1.87
LII,399.1,13.793166336,15.158403,17.722025,2.6014044,10.63246,13.577,1.21,0.03,0.001,0.33330002,0.22856002,0.277737504,0.71757007,156.082,1.199,1.35
LMT,564.14,130.198298624,17.243256,20.809296,1.6905797,14.798279,15.167,1.17,0.105,4.438,0.11798,0.119569995,5.562625024,0.89165,234.238,0.11,2.45
LNT,68.42,17.740259328,18.563688,21.651897,4.0054774,2.3562229,16.232,2.24,0.01,-0.04,0.44502,0.19053,-1.138625024,0.11135,160.951,0.539,3.15
LOW,216.98,121.66221824,16.568495,18.357021,1.3460476,-16.367203,12.479,1.45,0.083,0.0,0.33082,0.13673,4.487374848,,,0.851,2.31
LUV,40.71,19.915665408,8.325034,25.443748,0.6622441,2.8122408,9.774,0.31,0.164,0.205,0.22399001,0.033800002,-0.834750016,0.11099,97.275,1.143,1.78
LVS,46.97,30.422525952,13.33076,18.205427,2.217547,52.363434,9.201,1.13,-0.007,-0.198,0.79335,0.19658001,2.212875008,1.22869,1703.902,0.835,2.55
LYB,65.2,21.062074368,10.158342,,0.6752396,1.9735448,9.422,1.53,0.198,3.96,0.12888,0.17924999,1.228,-0.02269,132.759,0.347,4.09
LYV,184.59,43.001995264,97.764946,,1.6367662,517.05884,29.859,17.9,0.094,1.562,0.25777,0.06696,1.695030656,0.17677,620.214,1.116,
MAA,133.16,15.84121856,40.602882,39.049854,7.1613812,2.84293,17.0,7.03,0.01,0.137,0.58392,0.25356,0.921182272,0.0705,102.377,0.72,4.66
MAS,73.21,14.43609088,15.708243,16.868662,1.8945001,-39.551594,11.7,1.9,-0.029,0.245,0.37205002,0.23645,0.897124992,58.625,,1.296,1.75
MCD,272.54,192.860635136,19.469425,22.157724,6.961975,-188.47858,16.445,2.53,0.037,0.057,0.57382,0.46485,6.262374912,,,0.419,2.75
MCK,873.79,101.875490816,17.283373,23.438574,0.24788249,-23.905396,15.516,1.63,0.077,-0.176,0.03633,0.01348,6.801249792,,,0.307,0.44
MCO,511.35,88.556101632,27.036518,32.466667,10.852464,29.275208,23.052,2.11,0.151,0.567,0.74974996,0.49473998,2.579124992,0.76932,240.682,1.33,0.82
MDT,92.9,118.910222336,14.49203,24.906166,3.2699983,2.4043689,13.86,1.84,0.099,0.183,0.65309,0.22045,4.625375232,0.098409995,58.214,0.566,3.09
MET,96.21,61.139234816,8.815817,18.431036,0.7700349,2.2359858,13.819,0.53,0.105,0.058,0.23951,0.055180002,-20.95399936,0.13094,179.933,0.763,2.51
MGM,43.69,11.178139648,21.119543,26.478788,0.6188736,4.372498,17.549,0.61,0.01,5.194,0.44157,0.067880005,0.878991104,0.18924999,893.311,1.296,
MKC,56.2,15.10945792,17.040373,9.351081,2.0457442,2.159877,13.832,2.15,0.167,-0.142,0.38853002,0.17422001,0.714025024,0.24728,65.143,0.627,3.47
MLM,533.11,32.02169856,24.77323,34.595066,4.7879333,2.7727153,18.046,2.65,0.21,-0.232,0.2823,0.20185,0.593374976,0.08894,54.945,1.106,0.63
MMM,179.01,92.319473664,18.307274,31.73936,3.666381,31.273584,15.444,1.8,0.025,0.328,0.39408,0.20354,6.350125056,0.81891996,437.937,1.08,1.74
MOS,24.0,7.629495296,14.945914,,0.6229227,0.6655205,7.98,2.02,-0.06,,0.11236,-0.00117,-0.746275008,-0.05073,52.249,0.821,3.61
MPWR,1285.03,63.150231552,36.931427,78.117325,19.293365,16.211004,63.273,1.32,0.476,0.858,0.55195,0.30989,0.444316128,0.21979,0.486,1.686,0.61
MRNA,138.89,55.449874432,-30.32321,,24.887735,8.196518,-24.642,,0.021,,-0.66023004,-5.5793104,0.299249984,-0.38998002,19.036,0.899,
MRSH,194.67,92.8987136,17.068007,23.740244,3.3241034,6.1276717,14.509,1.85,0.062,0.073,0.43994,0.26323998,4.785249792,0.25902998,145.027,0.579,2.06
MSCI,571.36,41.537871872,25.396767,31.204805,12.45977,-15.444667,24.032,2.21,0.122,0.196,0.82975,0.56298,1.19470592,,,1.222,1.46
MSI,481.52,79.688572928,25.235682,37.974762,6.5121007,29.824713,23.534,2.29,0.133,0.095,0.52112,0.27354,1.979000064,0.91567004,357.85,0.87,1.01
MTB,241.79,34.918404096,11.476745,12.799894,3.7078986,1.3735727,,1.61,0.062,0.255,0.0,0.45108002,0.0,0.10742,,0.573,2.5
MTD,1398.89,28.028944384,27.062508,31.527836,6.780308,2185.7656,23.549,2.85,0.045,0.183,0.60256,0.312,0.693589632,,16668.447,1.224,
NCLH,17.22,7.907214336,10.143732,10.436363,0.7787055,3.0733533,9.127,1.55,0.049,6.163,0.42457,0.14042,-1.680301312,0.3673,621.051,1.903,
NDAQ,98.79,55.22137088,21.120708,28.801748,9.836368,4.631288,18.989,2.08,0.149,0.141,1.0,0.49333,1.691500032,0.16521999,77.687,0.971,1.18
NDSN,333.93,18.605893632,25.801043,33.832825,6.244018,5.6896286,21.098,1.93,0.103,0.23,0.55391,0.27403998,0.613806656,0.17763,55.619,0.964,0.99
NI,40.83,19.580440576,18.115509,21.718086,2.8453739,2.0447717,12.945,2.32,0.046,-0.584,0.50971,0.17156,-1.772999936,0.085489996,146.649,0.554,2.95
NKE,40.75,60.452573184,17.785982,19.404762,1.3006195,4.0652432,12.677,1.58,-0.011,4.28,0.43245,0.12687,1.889250048,0.22138001,74.289,1.118,4.02
NOC,549.28,78.032379904,18.044697,17.459633,1.8192759,4.3632436,12.822,3.81,0.051,-0.058,0.2006,0.11604,2.478000128,0.26958,95.348,-0.108,1.79
NOW,128.05,132.38603776,25.58181,79.534164,8.986291,10.5774,47.159,1.15,0.24,-0.219,0.74768996,0.04063,5.149374976,0.14244,67.538,0.93,
NRG,111.78,23.497326592,9.983521,29.185379,0.70935327,5.5906773,14.673,0.55,0.11,,0.18795,0.12765999,0.772374976,0.23772,483.357,1.203,1.68
NSC,352.98,79.282266112,24.679638,30.143469,6.3223495,4.877975,16.75,4.65,0.114,-0.044,0.45159,0.35296002,1.382249984,0.16985,105.519,1.269,1.54
NTAP,186.86,36.668338176,18.635683,29.473185,5.2865844,27.10866,19.543,2.16,0.125,0.234,0.70744,0.27259,1.295250048,1.06734,202.295,1.433,1.08
NTRS,186.66,34.1505024,14.732067,16.036083,3.7587917,2.728389,,1.22,0.364,0.986,0.0,0.42496,0.0,0.17066,,1.259,1.78
NUE,244.64,55.502864384,12.778705,19.539936,1.5374328,2.5104156,10.709,5.21,0.23,0.938,0.15554,0.15668,0.683374976,0.14548999,30.512,1.892,0.92
NVR,6397.59,17.133724672,15.54232,16.630507,1.7701265,5.052415,11.025,4.97,-0.109,-0.226,0.2184,0.13889,0.91831328,0.31544,32.15,0.913,
NWS,35.05,18.9296128,23.18551,34.029125,2.0967672,2.2340493,15.11,3.1,0.108,-0.749,0.57167,0.12537,1.045124992,0.07979,31.561,0.911,0.58
NWSA,30.76,16.612694016,20.347685,29.864079,1.8401301,1.9606093,13.424,2.73,0.108,-0.749,0.57167,0.12537,1.045124992,0.07979,31.561,0.911,0.66
O,63.17,59.772592128,39.849358,46.10949,9.854506,1.5113163,17.243,2.97,0.096,0.692,0.9268,0.46965998,1.58208192,0.03225,74.722,0.72,5.19
OKE,93.02,58.63698432,14.781056,16.06563,1.4887377,2.5564075,11.974,2.01,0.528,0.142,0.27214,0.13254,0.899875008,0.16277,143.07,0.715,4.59
OMC,88.94,24.400328704,7.3842406,240.37839,1.1330792,2.5254133,8.981,15.97,0.634,0.588,0.18959999,0.15384,4.260624896,0.060510002,107.744,0.66,3.66
ORCL,142.45,410.323091456,13.05092,24.433962,6.0917664,10.92408,18.461,0.83,0.206,0.219,0.65822,0.36202,-24.53675008,0.53376,388.87,1.718,1.37
OTIS,72.19,27.480520704,15.809438,18.55784,1.8429698,-4.7811117,13.463,1.41,0.073,0.13,0.30313,0.15133001,1.436249984,,,0.879,2.46
OXY,60.11,60.088205312,15.747971,17.731564,2.5114188,1.7959902,5.881,0.87,0.534,9.649,0.73318,0.45443,3.788124928,0.10629,34.511,0.16,1.83
PCG,18.11,39.884865536,10.031463,13.028777,1.5437112,1.2339876,9.98,0.76,0.001,0.398,0.39823002,0.24788,-6.150125056,0.09318,189.45,0.278,1.14
PEG,73.53,36.648824832,15.737027,18.291044,2.9212766,2.1131132,13.595,3.61,-0.089,-0.427,0.33333,0.18872,0.10775,0.11835,142.409,0.527,3.69
PFG,111.89,23.956168704,10.806462,15.938746,1.5265317,1.9777635,10.524,1.06,0.064,0.028,0.47345,0.12336001,1.056374976,0.12949,35.307,0.88,3.03
PGR,223.92,130.180767744,13.75065,11.235323,1.4302592,3.7892814,8.684,62.6,0.073,0.05,0.18521,0.18208,15.114500096,0.34943,24.428,0.257,0.18
PH,1014.24,127.881863168,25.746515,35.64991,5.94827,8.302758,23.748,3.35,0.098,0.193,0.37546003,0.23458,2.961750016,0.25076,56.66,1.128,0.8
PHM,129.61,24.68893696,11.521124,13.239019,1.5047737,1.8691144,9.197,1.13,-0.096,-0.182,0.25565,0.15685001,1.078512896,0.14901,19.065,1.206,0.81
PKG,248.88,22.174783488,19.238752,32.280155,2.3257172,4.727784,13.098,1.98,0.147,-0.195,0.21385999,0.13121,0.432950016,0.14887,94.474,0.807,2.37
PNC,243.68,97.214595072,11.407043,13.418502,3.997475,1.696487,,1.91,0.236,0.249,0.0,0.38689,0.0,0.12623,,0.898,3.29
PNR,63.31,10.104275968,12.248846,16.31701,2.5502884,2.6956484,11.552,1.14,-0.17,-0.111,0.41388,0.2344,0.558312512,0.17126,47.067,1.03,1.65
PNW,97.71,11.84218112,17.550825,18.754318,2.1320922,1.6832911,13.185,3.45,0.071,-0.095,0.43352002,0.21341999,-0.929501376,0.09365,233.288,0.444,3.74
PODD,145.42,10.085487616,18.859116,27.283302,3.303035,7.091237,17.383,1.49,0.235,3.286,0.71075,0.16178,0.2369,0.26016,66.685,1.095,
PPG,113.23,25.171030016,13.0557165,16.245338,1.5328561,2.981306,11.589,1.79,0.072,-0.015,0.41202998,0.14016,1.104625024,0.19297001,86.938,1.063,2.6
PPL,35.04,26.369171456,16.55149,20.733728,2.805828,1.752263,12.215,1.36,0.042,0.212,0.44094002,0.23591,-1.93837504,0.086330004,135.434,0.589,3.32
PRU,122.67,42.321149952,8.281089,11.131578,0.64885855,1.332486,11.978,0.89,0.141,0.892,0.29015,0.075219996,7.527750144,0.12011,163.891,0.826,4.62
PSA,324.97,60.68676608,31.938585,31.008589,12.358712,11.790936,20.661,4.7,0.033,0.451,0.7442,0.45703998,2.334240256,0.21929,109.632,0.945,3.72
PSKY,10.35,11.612138496,12.037824,345.00003,0.39791968,0.9857143,8.225,1.09,0.009,-0.541,0.33328998,0.09345,17.593124864,-0.00896,126.479,1.471,1.93
PSX,241.96,97.01023744,11.383573,110.48402,0.6344812,3.064414,11.544,1.16,0.531,3.449,0.13098,0.08529,4.545375232,0.23452999,62.884,0.687,2.09
PTC,154.31,16.743601152,17.361238,14.952519,5.668165,4.923897,14.138,1.45,-0.068,-0.12,0.84501,0.28232,1.031425152,0.35053003,46.335,0.988,
PWR,616.78,92.728803328,31.402199,70.408676,2.8180645,9.616752,33.603,1.76,0.411,0.947,0.15456,0.07217,1.955491328,0.15337,67.78,1.219,0.07
PYPL,61.68,52.764827648,10.646469,11.659736,1.5579045,2.6825557,8.615,1.13,0.048,-0.031,0.40477002,0.16966,4.423124992,0.24497,71.751,1.298,0.91
Q,126.24,26.41048576,23.4728,45.085712,5.072357,3.6405585,20.194,1.93,0.221,-0.343,0.46219003,0.22323,0.772249984,0.06722,59.992,,0.25
RCL,293.0,78.363459584,14.445695,18.108776,4.1945972,7.6555276,14.577,1.37,0.065,-0.046,0.50284,0.2707,-1.516249984,0.44669998,224.816,1.779,1.71
RDDT,152.7,29.378947072,15.762596,35.429234,10.572401,8.938188,33.345,0.99,0.611,1.778,0.91442,0.28788,0.678068736,0.30712,0.635,2.034,
REG,76.69,14.337865728,30.421917,25.821548,8.5064335,2.1070418,18.059,2.61,0.089,0.089,0.71539,0.39643002,0.743363968,0.081870005,71.972,0.819,3.97
RF,30.63,26.094600192,10.77527,12.451219,3.6052225,1.4950213,,1.77,0.034,0.085,0.0,0.39314997,0.0,0.118669994,,1.012,3.6
RJF,176.68,33.940226048,12.45859,15.390244,2.2300832,2.6730006,,0.86,0.151,0.42,0.93156,0.19301,0.0,0.18416001,47.594,0.92,1.23
RL,370.82,22.094286848,17.730299,23.3661,2.6443756,8.12062,14.601,2.0,0.14,0.216,0.70268995,0.18395,0.880087488,0.37537,110.373,1.371,1.0
RMD,232.45,33.531447296,17.58656,22.265326,5.931155,5.107781,15.629,1.34,0.086,0.024,0.61618,0.30857,0.939248256,0.24269,12.542,0.748,1.14
ROK,429.69,47.81330432,28.966797,40.30863,5.317787,13.65656,24.7,1.93,0.079,0.404,0.49091998,0.20968,1.303874944,0.30629,103.347,1.535,1.26
ROL,37.26,17.927477248,28.648975,33.872726,4.568652,12.541231,21.693,3.19,0.079,0.031,0.52366,0.18799,0.501737504,0.37008998,78.015,0.744,1.98
RSG,223.08,68.30999552,27.687588,31.597734,4.044165,5.7352943,15.553,3.17,0.046,0.051,0.43035,0.20429,1.942625024,0.18152,118.798,0.396,1.21
RVTY,123.0,13.72512768,20.876259,59.134617,4.713605,1.8986464,18.541,0.77,0.013,0.012,0.54976004,0.17052999,0.604992128,0.03211,46.225,1.072,0.22
SBAC,185.07,19.633727488,22.55172,19.985962,6.8395376,-4.24064,18.727,11.52,0.023,-0.105,0.742,0.52165,0.752056384,,,0.979,2.74
SBUX,107.49,122.5385984,34.50102,62.132946,3.1962447,-15.964652,24.976,1.3,-0.014,0.857,0.22341,0.12919,3.065537536,,,0.966,2.32
SCHW,113.65,196.539006976,14.561999,20.701277,7.551931,4.4703617,,1.13,0.209,0.426,0.97495,0.52277,0.0,0.20273,151.106,0.75,1.14
SJM,125.87,13.453072384,11.687789,,1.4863794,2.4217412,10.556,2.17,0.058,,0.34257,0.18456,1.005774976,-0.02386,128.609,0.25,3.6
SLB,54.0,80.143736832,16.708954,26.341463,2.2038095,3.0737703,12.165,1.84,0.05,-0.297,0.16991,0.12706,2.955124992,0.12909001,47.002,0.749,2.19
SMCI,35.17,22.750523392,6.6035533,10.788343,0.58240485,2.1043499,10.22,0.91,0.932,4.094,0.108219996,0.13382,-8.23126784,0.21465999,64.308,1.967,
SNA,394.49,20.40583168,18.488108,20.137314,3.8684776,3.3773093,14.157,2.17,0.042,0.051,0.5183,0.25397,1.109474944,0.17932,21.595,0.723,2.48
SNDK,1493.12,218.621149184,5.6403403,20.248442,10.797173,14.137921,18.161,,3.716,,0.71474,0.78472,7.720875008,0.9164,1.277,,
SOLV,91.25,15.532914688,12.632135,11.155256,1.8691834,3.1866596,17.681,1.22,0.022,0.039,0.54777,0.09778,0.489,0.33960998,110.313,0.671,
SPG,220.73,83.79428864,32.98224,15.577275,12.072845,16.252853,19.609,4.58,0.195,-0.125,0.81426,0.46023998,2.595271168,1.20508,503.504,1.326,4.08
SPGI,435.42,128.361816064,21.515493,26.501522,7.9619036,4.0748677,17.671,2.14,0.104,0.177,0.70903,0.4479,5.448249856,0.14255,42.98,1.072,0.9
SRE,84.57,55.300354048,15.266639,24.513042,4.0806046,1.6915354,17.269,0.74,-0.001,0.713,0.43994,0.28328,-27.657750528,0.06679,84.663,0.576,3.17
STE,237.87,23.19235072,19.42254,29.07946,3.8413832,3.2181559,15.102,1.98,0.073,0.14,0.44422,0.19153,0.798862528,0.11389,28.312,0.914,1.08
STLD,229.27,32.860833792,12.101676,20.8049,1.5999489,3.495449,13.665,11.95,0.334,0.836,0.14652,0.114989996,0.234191248,0.17568001,46.924,1.532,0.93
STT,190.92,52.446060544,12.476009,16.865725,3.4910512,2.1942809,,0.79,-0.028,-0.241,0.0,0.27818,0.0,0.12437,,1.418,1.97
STZ,137.6,23.502680064,11.103992,13.104762,2.5950599,2.8579144,9.808,1.72,-0.033,0.307,0.5272,0.35931,2.210487552,0.2369,123.205,0.4,3.04
SW,48.69,25.5390208,14.463049,51.79787,0.81526595,1.4159832,8.606,0.26,0.011,,0.18160999,0.05466,1.215000064,0.02715,78.427,0.93,3.66
SWK,98.51,14.876649472,15.441892,24.085575,0.97566515,1.7058009,11.013,1.39,0.004,2.478,0.32213002,0.08443,1.419049984,0.06886,58.172,1.172,3.36
SWKS,66.86,10.06061056,13.44433,34.642487,2.505205,1.753567,11.344,9.51,-0.031,-0.686,0.40734002,0.08825,0.448812512,0.05094,11.869,1.51,4.13
SYF,80.02,26.036174848,7.613592,8.207179,2.6277933,1.7130134,,1.12,0.006,0.036,0.0,0.50219,0.0,0.20786,,1.311,1.71
SYK,327.81,125.739081728,19.564987,33.969948,4.8666286,5.241773,18.755,1.55,0.094,0.441,0.65588,0.27015,4.10762496,0.16508,64.391,0.771,1.07
SYY,83.86,40.130666496,15.596811,22.912567,0.47481656,15.052953,11.92,1.58,0.047,0.053,0.18496001,0.048449997,1.914,0.77692,564.591,0.636,2.62
T,25.69,176.037789696,10.020596,8.478548,1.3835207,1.6000249,7.554,1.68,0.023,0.062,0.59721,0.24786,10.142000128,0.18339,129.054,0.417,4.39
TAP,42.99,8.015654912,8.751662,,0.72320616,0.79399383,6.221,3.92,-0.033,-0.423,0.37013,0.11297,0.935137472,-0.19466,76.03,0.427,4.47
TDG,1199.08,66.280972288,24.774313,36.32475,6.7028623,-7.1384854,19.067,3.05,0.225,0.109,0.59824,0.46005002,1.457374976,,,0.906,
TDY,625.21,28.982030336,23.393396,30.24722,4.544026,2.6543689,19.578,1.4,0.098,0.212,0.43339002,0.20198,0.912675008,0.09154,18.565,0.92,
TECH,72.39,11.279133696,31.243122,62.405174,9.28294,5.4334607,31.862,0.97,0.013,,0.66243,0.23452,0.224372368,0.09032,13.712,1.277,0.44
TEL,202.41,58.600370176,15.683318,19.805285,3.0373096,4.4305573,12.856,0.88,0.138,0.192,0.36119,0.20775,2.336875008,0.23290001,43.441,1.162,1.53
TER,364.9,57.04873984,31.584787,50.05487,12.779646,18.169596,38.89,0.96,1.039,3.858,0.59242,0.33161,0.437381248,0.36465,2.883,1.793,0.14
TFC,50.81,62.070829056,10.182814,11.68046,3.2620783,1.0577043,,1.28,0.082,0.367,0.0,0.39815,0.0,0.09059,,0.87,4.13
TGT,169.89,77.162528768,17.879545,17.605183,0.71642476,4.3254323,10.311,2.82,0.053,1.005,0.2838,0.05901,3.447375104,0.26408002,106.989,0.973,2.8
TJX,140.71,155.44295424,24.387455,26.057407,2.4925508,14.946889,18.565,3.0,0.054,0.236,0.31467,0.10909,4.398750208,0.62171,134.419,0.616,1.37
TKO,193.42,36.608548864,48.506462,67.62937,6.904846,4.233404,14.475,1.56,0.182,0.144,0.59455,0.32388002,0.85614752,0.07063,59.216,0.648,1.61
TPL,373.45,25.758595072,5.107358,47.694767,28.699074,16.555103,35.371,7.33,0.312,0.327,0.93336,0.78177,-0.032836124,0.36566,1.077,0.633,0.63
TPR,132.16,26.35160576,14.89815,18.153847,3.2922223,39.18174,14.212,1.86,0.089,,0.76595,0.19823,1.399924992,1.97135,571.608,1.464,1.42
TRGP,294.26,63.098474496,24.3601,28.105062,3.7689857,20.145136,15.228,1.25,0.042,0.233,0.43192002,0.27803,0.0658375,0.70839995,515.794,0.716,1.67
TRMB,60.67,14.1470208,14.713585,,3.739729,2.4936292,17.378,1.67,0.11,,0.71773005,0.15134,0.686174976,-0.01939,28.553,1.356,
TROW,112.3,23.955372032,10.908144,11.275101,3.155344,2.1772428,7.481,2.81,0.107,0.286,0.51614,0.28688,2.023912448,0.19399999,3.702,1.483,4.66
TRV,370.55,77.287473152,12.266358,9.9637,1.5779716,2.3337615,6.955,2.36,0.003,0.571,0.34730998,0.23698,14.775124992,0.26511,27.378,0.457,1.38
TSCO,35.92,18.71576064,17.510334,18.708332,1.1882477,7.148258,12.705,1.92,0.023,-0.15,0.36499,0.120740004,0.103175,0.39513,248.71,0.452,2.74
TSN,57.87,20.358752256,12.92318,35.72222,0.36554658,1.1260946,10.081,1.04,-0.001,2.041,0.06554,0.02711,1.191250048,0.03263,44.025,0.378,3.49
TT,452.96,99.66170112,25.909426,33.752605,4.4872646,11.663104,23.927,1.83,0.106,0.071,0.35389,0.19251,3.121687552,0.36643,53.404,1.205,0.93
TXT,82.13,14.125284352,11.307952,15.467043,0.9334924,1.7533035,10.144,1.11,0.03,0.052,0.17628999,0.08701,0.452750016,0.12126,52.285,0.908,0.1
TYL,355.79,14.57040896,23.176163,46.752956,5.996899,4.794755,32.383,1.79,0.082,0.155,0.47205,0.14741,0.594435648,0.09731,47.906,0.809,
UAL,113.57,36.861382656,7.4016385,10.633895,0.5860129,2.207772,7.582,6.5,0.16,-0.172,0.31816,0.05534,0.910124992,0.23252001,201.641,1.292,
UBER,79.29,161.954594816,18.074142,17.388159,2.9325256,5.921583,22.93,8.74,0.122,0.855,0.40752,0.13317999,7.244749824,0.3716,51.872,1.154,
UDR,38.39,14.103112704,68.55357,24.297468,8.052909,4.259403,18.323,8.17,-0.001,0.909,0.66581,0.20177999,0.779827776,0.13739,156.144,0.691,4.58
UHS,176.4,10.39640064,7.34447,7.2,0.57392746,1.3836379,5.82,1.29,0.083,0.101,0.44607,0.1114,0.498316992,0.20948,68.74,1.063,0.45
ULTA,538.76,23.160922112,16.926771,20.178276,1.8225021,8.487751,12.966,1.81,0.111,0.155,0.43186,0.14168,0.973080128,0.47449002,89.209,0.852,
UPS,102.72,87.392280576,12.71358,19.092937,0.9717812,5.801751,9.217,1.59,0.076,-0.53,0.22413,0.09052,5.55774976,0.29602,189.9,1.038,6.43
URI,1083.56,67.443474432,18.948145,26.097303,4.0068603,7.322935,17.831,1.67,0.118,0.255,0.3848,0.25986,1.706249984,0.28895,166.793,1.799,0.72
USB,62.42,97.253572608,10.779595,12.459081,3.5596638,1.6041737,,2.08,0.104,0.216,0.0,0.39646998,0.0,0.12623,,0.977,3.35
VEEV,248.46,40.360660992,24.777195,43.975224,12.159697,5.542518,32.219,1.11,0.163,0.146,0.75021005,0.30932,1.259549056,0.13934,1.411,0.922,
VICI,26.78,29.486856192,8.956522,10.379846,7.196121,1.0155865,12.96,,0.057,-0.414,0.99271005,0.70182997,0.267028992,0.09849,60.277,0.687,6.79
VLO,346.0,99.622903808,11.293958,14.4347105,0.75226843,3.9847977,8.012,4.08,0.517,4.535,0.16118999,0.12269,8.416374784,0.27637,40.148,0.554,1.38
VLTO,99.37,24.225744896,20.787964,25.030228,4.253115,7.835515,18.385,2.55,0.075,0.101,0.60183,0.21370001,0.807124992,0.34312,115.978,0.752,0.53
